UDI,Product ID,timestamp,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
5724,M20583,2038-09-02 08:00:00,M,302.3,311.8,1475,48.0,180,0,0,0,0,0,0
5725,L52904,2038-09-03 08:00:00,L,302.3,311.8,1433,50.3,183,0,0,0,0,0,0
5726,M20585,2038-09-04 08:00:00,M,302.3,311.8,1557,34.1,185,0,0,0,0,0,0
5727,M20586,2038-09-05 08:00:00,M,302.4,311.9,1398,50.1,188,0,0,0,0,0,0
5728,M20587,2038-09-06 08:00:00,M,302.3,311.8,1559,34.4,191,0,0,0,0,0,0
5729,M20588,2038-09-07 08:00:00,M,302.4,311.9,1422,46.4,194,0,0,0,0,0,0
5730,M20589,2038-09-08 08:00:00,M,302.3,311.8,1463,35.7,197,0,0,0,0,0,0
5731,L52910,2038-09-09 08:00:00,L,302.3,311.7,1793,25.3,200,0,0,0,0,0,0
5732,L52911,2038-09-10 08:00:00,L,302.2,311.6,1872,20.4,202,0,0,0,0,0,0
5733,L52912,2038-09-11 08:00:00,L,302.2,311.7,1412,44.5,204,0,0,0,0,0,0
5734,L52913,2038-09-12 08:00:00,L,302.3,311.8,1487,43.2,206,0,0,0,0,0,0
5735,L52914,2038-09-13 08:00:00,L,302.3,311.8,1369,56.2,208,1,0,0,0,1,0
5736,L52915,2038-09-14 08:00:00,L,302.4,311.8,1673,30.1,210,0,0,0,0,0,0
5737,M20596,2038-09-15 08:00:00,M,302.4,311.9,1439,36.6,212,0,0,0,0,0,0
5738,L52917,2038-09-16 08:00:00,L,302.3,311.8,1574,42.8,215,0,0,0,0,0,0
5739,L52918,2038-09-17 08:00:00,L,302.3,311.7,1281,48.8,0,0,0,0,0,0,0
5740,M20599,2038-09-18 08:00:00,M,302.2,311.7,1653,31.4,2,0,0,0,0,0,0
5741,M20600,2038-09-19 08:00:00,M,302.3,311.7,1535,38.3,5,0,0,0,0,0,0
5742,M20601,2038-09-20 08:00:00,M,302.3,311.7,1483,40.5,8,0,0,0,0,0,0
5743,L52922,2038-09-21 08:00:00,L,302.3,311.7,1414,47.0,11,0,0,0,0,0,0
5744,M20603,2038-09-22 08:00:00,M,302.2,311.6,1379,42.9,13,0,0,0,0,0,0
5745,H35158,2038-09-23 08:00:00,H,302.2,311.5,1482,42.6,16,0,0,0,0,0,0
5746,L52925,2038-09-24 08:00:00,L,302.1,311.5,1987,20.1,21,0,0,0,0,0,0
5747,M20606,2038-09-25 08:00:00,M,302.1,311.5,1635,31.6,23,0,0,0,0,0,0
5748,L52927,2038-09-26 08:00:00,L,302.1,311.5,1533,39.4,26,0,0,0,0,0,0
5749,M20608,2038-09-27 08:00:00,M,302.2,311.7,1576,34.0,28,0,0,0,0,0,0
5750,H35163,2038-09-28 08:00:00,H,302.2,311.8,1330,62.4,31,0,0,0,0,0,0
5751,L52930,2038-09-29 08:00:00,L,302.2,311.8,1981,21.8,36,0,0,0,0,0,0
5752,H35165,2038-09-30 08:00:00,H,302.3,311.8,1475,42.8,38,0,0,0,0,0,0
5753,H35166,2038-10-01 08:00:00,H,302.3,311.8,1804,25.0,43,0,0,0,0,0,0
5754,L52933,2038-10-02 08:00:00,L,302.2,311.6,1416,54.1,48,0,0,0,0,0,0
5755,L52934,2038-10-03 08:00:00,L,302.1,311.5,1727,27.7,50,0,0,0,0,0,0
5756,L52935,2038-10-04 08:00:00,L,302.1,311.4,1391,49.2,52,0,0,0,0,0,0
5757,M20616,2038-10-05 08:00:00,M,302.0,311.5,1366,52.3,54,0,0,0,0,0,0
5758,L52937,2038-10-06 08:00:00,L,301.9,311.3,1366,55.6,57,0,0,0,0,0,0
5759,L52938,2038-10-07 08:00:00,L,301.9,311.3,1501,40.8,59,0,0,0,0,0,0
5760,L52939,2038-10-08 08:00:00,L,301.8,311.3,1551,35.8,61,0,0,0,0,0,0
5761,M20620,2038-10-09 08:00:00,M,301.9,311.3,1522,35.6,63,0,0,0,0,0,0
5762,L52941,2038-10-10 08:00:00,L,301.9,311.2,1369,49.8,66,0,0,0,0,0,0
5763,L52942,2038-10-11 08:00:00,L,301.8,311.2,1334,52.3,68,0,0,0,0,0,0
5764,H35177,2038-10-12 08:00:00,H,301.8,311.2,1451,39.4,70,0,0,0,0,0,0
5765,L52944,2038-10-13 08:00:00,L,301.7,311.2,1589,37.9,75,0,0,0,0,0,0
5766,L52945,2038-10-14 08:00:00,L,301.7,311.3,1708,30.5,77,0,0,0,0,0,0
5767,M20626,2038-10-15 08:00:00,M,301.7,311.2,1413,42.6,79,0,0,0,0,0,0
5768,M20627,2038-10-16 08:00:00,M,301.6,311.2,1415,46.5,82,0,0,0,0,0,0
5769,L52948,2038-10-17 08:00:00,L,301.7,311.3,1421,45.9,85,0,0,0,0,0,0
5770,L52949,2038-10-18 08:00:00,L,301.7,311.3,1348,51.0,87,0,0,0,0,0,0
5771,L52950,2038-10-19 08:00:00,L,301.6,311.2,1408,42.9,89,0,0,0,0,0,0
5772,L52951,2038-10-20 08:00:00,L,301.6,311.2,1525,43.7,91,0,0,0,0,0,0
5773,L52952,2038-10-21 08:00:00,L,301.6,311.3,1706,29.9,93,0,0,0,0,0,0
5774,H35187,2038-10-22 08:00:00,H,301.6,311.2,1395,46.8,95,0,0,0,0,0,0
5775,L52954,2038-10-23 08:00:00,L,301.5,311.1,1602,34.3,100,0,0,0,0,0,0
5776,L52955,2038-10-24 08:00:00,L,301.6,311.1,1907,21.5,102,0,0,0,0,0,0
5777,L52956,2038-10-25 08:00:00,L,301.6,311.1,1325,49.2,104,0,0,0,0,0,0
5778,L52957,2038-10-26 08:00:00,L,301.6,311.1,1408,44.4,106,0,0,0,0,0,0
5779,M20638,2038-10-27 08:00:00,M,301.7,311.1,1489,41.4,108,0,0,0,0,0,0
5780,L52959,2038-10-28 08:00:00,L,301.6,311.1,1680,29.2,111,0,0,0,0,0,0
5781,L52960,2038-10-29 08:00:00,L,301.7,311.2,1517,42.4,113,0,0,0,0,0,0
5782,M20641,2038-10-30 08:00:00,M,301.7,311.1,1618,36.7,115,0,0,0,0,0,0
5783,L52962,2038-10-31 08:00:00,L,301.7,311.1,1455,39.8,118,0,0,0,0,0,0
5784,H35197,2038-11-01 08:00:00,H,301.8,311.1,1543,36.4,120,0,0,0,0,0,0
5785,M20644,2038-11-02 08:00:00,M,301.8,311.1,1399,41.8,125,0,0,0,0,0,0
5786,L52965,2038-11-03 08:00:00,L,301.7,311.1,1469,37.2,128,0,0,0,0,0,0
5787,L52966,2038-11-04 08:00:00,L,301.7,311.2,1521,36.7,130,0,0,0,0,0,0
5788,L52967,2038-11-05 08:00:00,L,301.7,311.3,1584,38.8,132,0,0,0,0,0,0
5789,L52968,2038-11-06 08:00:00,L,301.8,311.5,1443,43.3,134,0,0,0,0,0,0
5790,M20649,2038-11-07 08:00:00,M,301.8,311.5,1416,49.0,136,0,0,0,0,0,0
5791,M20650,2038-11-08 08:00:00,M,301.7,311.2,1563,34.5,139,0,0,0,0,0,0
5792,M20651,2038-11-09 08:00:00,M,301.8,311.3,1542,40.1,142,0,0,0,0,0,0
5793,M20652,2038-11-10 08:00:00,M,301.8,311.3,1624,31.6,145,0,0,0,0,0,0
5794,L52973,2038-11-11 08:00:00,L,301.8,311.3,1471,44.2,148,0,0,0,0,0,0
5795,M20654,2038-11-12 08:00:00,M,301.9,311.5,1492,40.8,150,0,0,0,0,0,0
5796,M20655,2038-11-13 08:00:00,M,301.9,311.4,1465,39.9,153,0,0,0,0,0,0
5797,L52976,2038-11-14 08:00:00,L,301.7,311.1,1399,55.1,156,0,0,0,0,0,0
5798,L52977,2038-11-15 08:00:00,L,301.6,311.0,1431,42.6,158,0,0,0,0,0,0
5799,L52978,2038-11-16 08:00:00,L,301.5,310.9,1600,39.0,160,0,0,0,0,0,0
5800,L52979,2038-11-17 08:00:00,L,301.5,310.8,1593,34.5,162,0,0,0,0,0,0
5801,L52980,2038-11-18 08:00:00,L,301.5,310.9,1469,44.7,164,0,0,0,0,0,0
5802,L52981,2038-11-19 08:00:00,L,301.5,310.8,1413,44.6,166,0,0,0,0,0,0
5803,L52982,2038-11-20 08:00:00,L,301.4,310.8,1490,38.0,168,0,0,0,0,0,0
5804,L52983,2038-11-21 08:00:00,L,301.5,310.9,1671,31.1,170,0,0,0,0,0,0
5805,L52984,2038-11-22 08:00:00,L,301.5,310.9,1365,46.5,172,0,0,0,0,0,0
5806,M20665,2038-11-23 08:00:00,M,301.4,310.9,1557,39.3,174,0,0,0,0,0,0
5807,L52986,2038-11-24 08:00:00,L,301.4,310.9,1440,45.4,177,0,0,0,0,0,0
5808,M20667,2038-11-25 08:00:00,M,301.4,310.9,1489,38.9,179,0,0,0,0,0,0
5809,L52988,2038-11-26 08:00:00,L,301.4,311.0,1733,25.7,182,0,0,0,0,0,0
5810,H35223,2038-11-27 08:00:00,H,301.3,311.0,1580,36.6,184,0,0,0,0,0,0
5811,L52990,2038-11-28 08:00:00,L,301.3,311.0,1856,21.9,189,0,0,0,0,0,0
5812,L52991,2038-11-29 08:00:00,L,301.3,311.1,1454,40.3,191,0,0,0,0,0,0
5813,L52992,2038-11-30 08:00:00,L,301.4,311.1,1495,36.3,193,0,0,0,0,0,0
5814,L52993,2038-12-01 08:00:00,L,301.2,311.0,1761,29.1,195,0,0,0,0,0,0
5815,M20674,2038-12-02 08:00:00,M,301.3,311.0,1402,47.5,197,0,0,0,0,0,0
5816,L52995,2038-12-03 08:00:00,L,301.2,311.0,1670,33.0,200,0,0,0,0,0,0
5817,L52996,2038-12-04 08:00:00,L,301.3,311.0,1582,35.6,202,0,0,0,0,0,0
5818,L52997,2038-12-05 08:00:00,L,301.3,311.0,1542,35.1,204,0,0,0,0,0,0
5819,L52998,2038-12-06 08:00:00,L,301.3,311.0,1539,36.9,206,0,0,0,0,0,0
5820,L52999,2038-12-07 08:00:00,L,301.3,311.0,1418,41.9,208,0,0,0,0,0,0
5821,L53000,2038-12-08 08:00:00,L,301.3,311.1,1723,27.6,210,0,0,0,0,0,0
5822,L53001,2038-12-09 08:00:00,L,301.3,311.1,1303,49.2,212,0,0,0,0,0,0
5823,M20682,2038-12-10 08:00:00,M,301.3,311.0,1463,50.2,214,0,0,0,0,0,0
5824,L53003,2038-12-11 08:00:00,L,301.2,311.0,1544,39.3,217,0,0,0,0,0,0
5825,L53004,2038-12-12 08:00:00,L,301.2,311.0,1596,37.2,219,0,0,0,0,0,0
5826,L53005,2038-12-13 08:00:00,L,301.3,311.1,1413,42.0,221,0,0,0,0,0,0
5827,M20686,2038-12-14 08:00:00,M,301.3,311.1,1492,41.2,223,0,0,0,0,0,0
5828,L53007,2038-12-15 08:00:00,L,301.3,311.1,1624,40.9,0,0,0,0,0,0,0
5829,L53008,2038-12-16 08:00:00,L,301.3,311.1,1504,39.1,2,0,0,0,0,0,0
5830,M20689,2038-12-17 08:00:00,M,301.2,311.1,1574,34.3,4,0,0,0,0,0,0
5831,M20690,2038-12-18 08:00:00,M,301.3,311.2,1438,42.4,7,0,0,0,0,0,0
5832,L53011,2038-12-19 08:00:00,L,301.3,311.3,1474,50.7,10,0,0,0,0,0,0
5833,L53012,2038-12-20 08:00:00,L,301.3,311.2,1675,32.1,12,0,0,0,0,0,0
5834,L53013,2038-12-21 08:00:00,L,301.3,311.2,1457,44.5,14,0,0,0,0,0,0
5835,L53014,2038-12-22 08:00:00,L,301.3,311.3,1434,49.8,16,0,0,0,0,0,0
5836,L53015,2038-12-23 08:00:00,L,301.3,311.2,1668,30.1,18,0,0,0,0,0,0
5837,L53016,2038-12-24 08:00:00,L,301.2,311.1,1550,39.7,20,0,0,0,0,0,0
5838,M20697,2038-12-25 08:00:00,M,301.3,311.1,1834,25.4,22,0,0,0,0,0,0
5839,M20698,2038-12-26 08:00:00,M,301.4,311.2,1476,36.5,25,0,0,0,0,0,0
5840,M20699,2038-12-27 08:00:00,M,301.4,311.2,1541,36.3,28,0,0,0,0,0,0
5841,M20700,2038-12-28 08:00:00,M,301.3,311.1,1581,30.9,31,0,0,0,0,0,0
5842,M20701,2038-12-29 08:00:00,M,301.3,311.1,1678,30.7,34,0,0,0,0,0,0
5843,L53022,2038-12-30 08:00:00,L,301.4,311.2,1355,50.6,37,0,0,0,0,0,0
5844,L53023,2038-12-31 08:00:00,L,301.5,311.2,1700,28.8,39,0,0,0,0,0,0
5845,L53024,2039-01-01 08:00:00,L,301.4,311.1,1462,37.1,41,0,0,0,0,0,0
5846,M20705,2039-01-02 08:00:00,M,301.4,311.2,1727,26.5,43,0,0,0,0,0,0
5847,L53026,2039-01-03 08:00:00,L,301.4,311.3,1674,33.3,46,0,0,0,0,0,0
5848,L53027,2039-01-04 08:00:00,L,301.4,311.3,1397,42.3,48,0,0,0,0,0,0
5849,L53028,2039-01-05 08:00:00,L,301.4,311.3,2323,15.9,50,0,0,0,0,0,0
5850,M20709,2039-01-06 08:00:00,M,301.4,311.2,1434,47.6,52,0,0,0,0,0,0
5851,L53030,2039-01-07 08:00:00,L,301.3,311.1,1560,35.3,55,0,0,0,0,0,0
5852,L53031,2039-01-08 08:00:00,L,301.2,311.0,1573,32.8,57,0,0,0,0,0,0
5853,H35266,2039-01-09 08:00:00,H,301.2,310.9,1798,22.3,59,0,0,0,0,0,0
5854,L53033,2039-01-10 08:00:00,L,301.2,311.0,1567,35.1,64,0,0,0,0,0,0
5855,L53034,2039-01-11 08:00:00,L,301.2,310.9,1416,53.3,66,0,0,0,0,0,0
5856,M20715,2039-01-12 08:00:00,M,301.2,310.9,1424,45.2,68,0,0,0,0,0,0
5857,H35270,2039-01-13 08:00:00,H,301.2,310.9,1598,35.9,71,0,0,0,0,0,0
5858,L53037,2039-01-14 08:00:00,L,301.3,310.9,1760,23.9,76,0,0,0,0,0,0
5859,L53038,2039-01-15 08:00:00,L,301.3,311.0,1348,44.5,78,0,0,0,0,0,0
5860,L53039,2039-01-16 08:00:00,L,301.3,311.0,1542,33.6,80,0,0,0,0,0,0
5861,L53040,2039-01-17 08:00:00,L,301.3,310.9,1566,33.1,82,0,0,0,0,0,0
5862,L53041,2039-01-18 08:00:00,L,301.3,311.0,1554,47.7,84,0,0,0,0,0,0
5863,L53042,2039-01-19 08:00:00,L,301.4,311.0,1470,40.6,86,0,0,0,0,0,0
5864,M20723,2039-01-20 08:00:00,M,301.4,311.1,1758,25.4,88,0,0,0,0,0,0
5865,M20724,2039-01-21 08:00:00,M,301.4,311.0,1486,36.5,91,0,0,0,0,0,0
5866,M20725,2039-01-22 08:00:00,M,301.5,311.1,1402,40.0,94,0,0,0,0,0,0
5867,L53046,2039-01-23 08:00:00,L,301.5,311.1,1459,45.1,97,0,0,0,0,0,0
5868,L53047,2039-01-24 08:00:00,L,301.5,311.0,1494,45.3,99,0,0,0,0,0,0
5869,L53048,2039-01-25 08:00:00,L,301.5,311.1,1731,27.9,101,0,0,0,0,0,0
5870,L53049,2039-01-26 08:00:00,L,301.5,311.1,2076,18.7,103,0,0,0,0,0,0
5871,L53050,2039-01-27 08:00:00,L,301.5,311.1,2055,16.8,105,0,0,0,0,0,0
5872,L53051,2039-01-28 08:00:00,L,301.5,311.1,1469,49.5,107,0,0,0,0,0,0
5873,M20732,2039-01-29 08:00:00,M,301.5,311.0,1504,42.6,109,0,0,0,0,0,0
5874,M20733,2039-01-30 08:00:00,M,301.5,311.1,1396,43.5,112,0,0,0,0,0,0
5875,M20734,2039-01-31 08:00:00,M,301.5,311.1,1660,33.8,115,0,0,0,0,0,0
5876,M20735,2039-02-01 08:00:00,M,301.5,311.0,1577,39.7,118,0,0,0,0,0,0
5877,L53056,2039-02-02 08:00:00,L,301.5,311.1,1426,52.1,121,0,0,0,0,0,0
5878,L53057,2039-02-03 08:00:00,L,301.5,311.1,1458,41.4,123,0,0,0,0,0,0
5879,L53058,2039-02-04 08:00:00,L,301.4,311.0,1533,45.8,125,0,0,0,0,0,0
5880,L53059,2039-02-05 08:00:00,L,301.4,311.0,1701,28.4,127,0,0,0,0,0,0
5881,L53060,2039-02-06 08:00:00,L,301.5,311.1,1434,49.6,129,0,0,0,0,0,0
5882,L53061,2039-02-07 08:00:00,L,301.4,311.1,1952,22.7,131,0,0,0,0,0,0
5883,L53062,2039-02-08 08:00:00,L,301.4,311.1,1469,36.9,133,0,0,0,0,0,0
5884,L53063,2039-02-09 08:00:00,L,301.4,311.1,1800,26.0,135,0,0,0,0,0,0
5885,M20744,2039-02-10 08:00:00,M,301.3,311.1,1438,43.0,137,0,0,0,0,0,0
5886,L53065,2039-02-11 08:00:00,L,301.3,311.1,1647,28.2,140,0,0,0,0,0,0
5887,L53066,2039-02-12 08:00:00,L,301.4,311.1,1494,41.9,142,0,0,0,0,0,0
5888,H35301,2039-02-13 08:00:00,H,301.4,311.1,1445,41.4,144,0,0,0,0,0,0
5889,M20748,2039-02-14 08:00:00,M,301.5,311.1,1507,38.6,149,0,0,0,0,0,0
5890,M20749,2039-02-15 08:00:00,M,301.4,311.0,1234,55.8,152,0,0,0,0,0,0
5891,L53070,2039-02-16 08:00:00,L,301.4,311.0,1634,32.6,155,0,0,0,0,0,0
5892,L53071,2039-02-17 08:00:00,L,301.4,311.0,1334,53.3,157,0,0,0,0,0,0
5893,L53072,2039-02-18 08:00:00,L,301.4,311.1,1472,44.5,159,0,0,0,0,0,0
5894,M20753,2039-02-19 08:00:00,M,301.3,311.0,1410,52.7,161,0,0,0,0,0,0
5895,L53074,2039-02-20 08:00:00,L,301.2,310.9,1597,37.9,164,0,0,0,0,0,0
5896,M20755,2039-02-21 08:00:00,M,301.2,310.9,1460,46.7,166,0,0,0,0,0,0
5897,L53076,2039-02-22 08:00:00,L,301.1,310.8,1274,55.7,169,0,0,0,0,0,0
5898,M20757,2039-02-23 08:00:00,M,301.0,310.7,1517,40.2,171,0,0,0,0,0,0
5899,L53078,2039-02-24 08:00:00,L,301.0,310.7,1300,57.2,174,0,0,0,0,0,0
5900,H35313,2039-02-25 08:00:00,H,300.9,310.6,1686,27.7,176,0,0,0,0,0,0
5901,M20760,2039-02-26 08:00:00,M,300.9,310.7,1485,41.0,181,0,0,0,0,0,0
5902,L53081,2039-02-27 08:00:00,L,301.0,310.7,1464,45.8,184,0,0,0,0,0,0
5903,L53082,2039-02-28 08:00:00,L,300.9,310.6,1598,35.4,186,0,0,0,0,0,0
5904,L53083,2039-03-01 08:00:00,L,300.9,310.5,1894,21.9,188,0,0,0,0,0,0
5905,M20764,2039-03-02 08:00:00,M,300.8,310.5,1330,59.0,190,0,0,0,0,0,0
5906,H35319,2039-03-03 08:00:00,H,300.8,310.5,1582,31.1,193,0,0,0,0,0,0
5907,L53086,2039-03-04 08:00:00,L,300.7,310.3,1533,35.6,198,0,0,0,0,0,0
5908,H35321,2039-03-05 08:00:00,H,300.8,310.4,1419,46.4,200,0,0,0,0,0,0
5909,M20768,2039-03-06 08:00:00,M,300.8,310.3,1526,36.3,205,0,0,0,0,0,0
5910,H35323,2039-03-07 08:00:00,H,300.7,310.2,1364,65.3,208,1,1,0,1,1,0
5911,M20770,2039-03-08 08:00:00,M,300.8,310.3,1458,43.4,0,0,0,0,0,0,0
5912,M20771,2039-03-09 08:00:00,M,300.8,310.4,1288,64.0,3,0,0,0,0,0,0
5913,M20772,2039-03-10 08:00:00,M,300.7,310.3,1659,29.8,6,0,0,0,0,0,0
5914,H35327,2039-03-11 08:00:00,H,300.7,310.2,1479,52.3,9,0,0,0,0,0,0
5915,L53094,2039-03-12 08:00:00,L,300.7,310.3,1592,36.0,14,0,0,0,0,0,0
5916,M20775,2039-03-13 08:00:00,M,300.6,310.2,1532,38.7,16,0,0,0,0,0,0
5917,L53096,2039-03-14 08:00:00,L,300.6,310.2,1555,41.9,19,0,0,0,0,0,0
5918,L53097,2039-03-15 08:00:00,L,300.6,310.2,1341,52.6,21,0,0,0,0,0,0
5919,L53098,2039-03-16 08:00:00,L,300.6,310.1,1541,42.0,23,0,0,0,0,0,0
5920,L53099,2039-03-17 08:00:00,L,300.6,310.3,1414,50.6,25,0,0,0,0,0,0
5921,L53100,2039-03-18 08:00:00,L,300.5,310.2,1764,25.9,27,0,0,0,0,0,0
5922,L53101,2039-03-19 08:00:00,L,300.5,310.3,1336,57.1,29,0,0,0,0,0,0
5923,L53102,2039-03-20 08:00:00,L,300.5,310.3,1435,43.3,31,0,0,0,0,0,0
5924,M20783,2039-03-21 08:00:00,M,300.4,310.3,1537,35.0,33,0,0,0,0,0,0
5925,L53104,2039-03-22 08:00:00,L,300.3,310.2,1369,48.8,36,0,0,0,0,0,0
5926,M20785,2039-03-23 08:00:00,M,300.2,310.1,1619,31.3,38,0,0,0,0,0,0
5927,L53106,2039-03-24 08:00:00,L,300.2,310.1,1440,51.1,41,0,0,0,0,0,0
5928,L53107,2039-03-25 08:00:00,L,300.2,310.1,1649,30.5,43,0,0,0,0,0,0
5929,M20788,2039-03-26 08:00:00,M,300.2,310.1,1550,38.7,45,0,0,0,0,0,0
5930,L53109,2039-03-27 08:00:00,L,300.3,310.2,1471,45.2,48,0,0,0,0,0,0
5931,L53110,2039-03-28 08:00:00,L,300.3,310.3,1483,51.6,50,0,0,0,0,0,0
5932,L53111,2039-03-29 08:00:00,L,300.3,310.4,1336,54.4,52,0,0,0,0,0,0
5933,L53112,2039-03-30 08:00:00,L,300.5,310.5,1515,36.6,54,0,0,0,0,0,0
5934,L53113,2039-03-31 08:00:00,L,300.5,310.5,1373,47.4,56,0,0,0,0,0,0
5935,H35348,2039-04-01 08:00:00,H,300.6,310.5,1454,51.2,58,0,0,0,0,0,0
5936,L53115,2039-04-02 08:00:00,L,300.5,310.5,1646,34.5,63,0,0,0,0,0,0
5937,M20796,2039-04-03 08:00:00,M,300.5,310.4,1548,37.3,65,0,0,0,0,0,0
5938,M20797,2039-04-04 08:00:00,M,300.6,310.5,1462,41.3,68,0,0,0,0,0,0
5939,L53118,2039-04-05 08:00:00,L,300.5,310.4,1702,33.1,71,0,0,0,0,0,0
5940,L53119,2039-04-06 08:00:00,L,300.5,310.5,1409,60.9,73,0,0,0,0,0,0
5941,M20800,2039-04-07 08:00:00,M,300.6,310.6,1427,52.8,75,0,0,0,0,0,0
5942,L53121,2039-04-08 08:00:00,L,300.6,310.7,1438,48.5,78,1,0,0,0,0,0
5943,L53122,2039-04-09 08:00:00,L,300.7,310.7,1450,43.4,80,0,0,0,0,0,0
5944,L53123,2039-04-10 08:00:00,L,300.7,310.7,1541,41.3,82,0,0,0,0,0,0
5945,M20804,2039-04-11 08:00:00,M,300.7,310.6,1484,38.0,84,0,0,0,0,0,0
5946,M20805,2039-04-12 08:00:00,M,300.8,310.8,1415,44.5,87,0,0,0,0,0,0
5947,L53126,2039-04-13 08:00:00,L,300.7,310.8,1496,46.4,90,0,0,0,0,0,0
5948,M20807,2039-04-14 08:00:00,M,300.7,310.8,1465,45.2,92,0,0,0,0,0,0
5949,L53128,2039-04-15 08:00:00,L,300.7,310.8,2113,18.5,95,0,0,0,0,0,0
5950,M20809,2039-04-16 08:00:00,M,300.7,310.8,1506,44.0,97,0,0,0,0,0,0
5951,L53130,2039-04-17 08:00:00,L,300.7,310.8,1689,28.9,100,0,0,0,0,0,0
5952,L53131,2039-04-18 08:00:00,L,300.7,310.9,1650,29.4,102,0,0,0,0,0,0
5953,L53132,2039-04-19 08:00:00,L,300.7,310.8,1563,33.8,104,0,0,0,0,0,0
5954,M20813,2039-04-20 08:00:00,M,300.7,310.9,1486,38.9,106,0,0,0,0,0,0
5955,L53134,2039-04-21 08:00:00,L,300.8,310.9,1732,25.7,109,0,0,0,0,0,0
5956,L53135,2039-04-22 08:00:00,L,300.7,310.8,1653,31.6,111,0,0,0,0,0,0
5957,L53136,2039-04-23 08:00:00,L,300.7,310.9,1535,37.1,113,0,0,0,0,0,0
5958,L53137,2039-04-24 08:00:00,L,300.7,310.9,1637,37.2,115,0,0,0,0,0,0
5959,L53138,2039-04-25 08:00:00,L,300.6,310.8,1533,38.5,117,0,0,0,0,0,0
5960,L53139,2039-04-26 08:00:00,L,300.6,310.8,1378,51.2,119,0,0,0,0,0,0
5961,L53140,2039-04-27 08:00:00,L,300.5,310.7,1606,33.5,121,0,0,0,0,0,0
5962,L53141,2039-04-28 08:00:00,L,300.3,310.7,1539,32.3,123,0,0,0,0,0,0
5963,L53142,2039-04-29 08:00:00,L,300.5,310.8,1728,26.3,125,0,0,0,0,0,0
5964,H35377,2039-04-30 08:00:00,H,300.4,310.7,1656,36.3,127,0,0,0,0,0,0
5965,H35378,2039-05-01 08:00:00,H,300.5,310.8,1631,30.5,132,0,0,0,0,0,0
5966,H35379,2039-05-02 08:00:00,H,300.5,310.9,1447,46.5,137,0,0,0,0,0,0
5967,L53146,2039-05-03 08:00:00,L,300.4,310.8,1396,49.3,142,0,0,0,0,0,0
5968,L53147,2039-05-04 08:00:00,L,300.4,310.8,1390,52.5,144,0,0,0,0,0,0
5969,L53148,2039-05-05 08:00:00,L,300.4,310.8,1348,56.0,146,0,0,0,0,0,0
5970,M20829,2039-05-06 08:00:00,M,300.4,310.8,1491,35.9,148,0,0,0,0,0,0
5971,L53150,2039-05-07 08:00:00,L,300.4,310.8,1520,37.6,151,0,0,0,0,0,0
5972,L53151,2039-05-08 08:00:00,L,300.5,310.8,1509,33.0,153,0,0,0,0,0,0
5973,L53152,2039-05-09 08:00:00,L,300.5,310.8,1445,46.6,155,0,0,0,0,0,0
5974,L53153,2039-05-10 08:00:00,L,300.5,310.8,1354,51.8,157,0,0,0,0,0,0
5975,L53154,2039-05-11 08:00:00,L,300.5,310.7,1488,39.4,159,0,0,0,0,0,0
5976,H35389,2039-05-12 08:00:00,H,300.5,310.7,1654,28.6,161,0,0,0,0,0,0
5977,H35390,2039-05-13 08:00:00,H,300.5,310.6,1378,51.5,166,0,0,0,0,0,0
5978,L53157,2039-05-14 08:00:00,L,300.6,310.7,1750,30.6,171,0,0,0,0,0,0
5979,L53158,2039-05-15 08:00:00,L,300.5,310.6,1448,46.3,173,0,0,0,0,0,0
5980,H35393,2039-05-16 08:00:00,H,300.6,310.7,1501,45.3,175,0,0,0,0,0,0
5981,M20840,2039-05-17 08:00:00,M,300.6,310.7,1654,32.0,180,0,0,0,0,0,0
5982,M20841,2039-05-18 08:00:00,M,300.7,310.7,1347,46.5,183,0,0,0,0,0,0
5983,L53162,2039-05-19 08:00:00,L,300.7,310.8,1486,37.1,186,0,0,0,0,0,0
5984,H35397,2039-05-20 08:00:00,H,300.8,310.8,1466,45.2,188,0,0,0,0,0,0
5985,H35398,2039-05-21 08:00:00,H,300.7,310.8,1346,52.0,193,0,0,0,0,0,0
5986,L53165,2039-05-22 08:00:00,L,300.7,310.7,1314,42.4,198,0,0,0,0,0,0
5987,L53166,2039-05-23 08:00:00,L,300.6,310.7,1440,52.5,200,0,0,0,0,0,0
5988,L53167,2039-05-24 08:00:00,L,300.7,310.8,1608,39.5,202,0,0,0,0,0,0
5989,H35402,2039-05-25 08:00:00,H,300.7,310.8,1296,58.2,204,0,0,0,0,0,0
5990,L53169,2039-05-26 08:00:00,L,300.7,310.7,1507,46.1,209,0,0,0,0,0,0
5991,M20850,2039-05-27 08:00:00,M,300.7,310.7,1343,51.6,211,0,0,0,0,0,0
5992,L53171,2039-05-28 08:00:00,L,300.7,310.7,1416,40.4,214,0,0,0,0,0,0
5993,L53172,2039-05-29 08:00:00,L,300.7,310.6,1288,47.2,216,0,0,0,0,0,0
5994,M20853,2039-05-30 08:00:00,M,300.7,310.6,1407,42.4,218,0,0,0,0,0,0
5995,L53174,2039-05-31 08:00:00,L,300.6,310.4,1608,39.2,221,0,0,0,0,0,0
